day,tenant_id,tenant_name,plan,region,queries,storage_gb,compute_minutes,daily_spend
2026-05-30,t003,Bates-Robbins,enterprise,eu-central-1,9860,182.9,196.66,187.49
2026-05-31,t003,Bates-Robbins,enterprise,eu-central-1,9678,183.68,232.63,180.05
2026-06-01,t003,Bates-Robbins,enterprise,eu-central-1,14253,196.3,298.6,185.92
2026-06-02,t003,Bates-Robbins,enterprise,eu-central-1,20148,213.58,420.01,180.82
2026-06-03,t003,Bates-Robbins,enterprise,eu-central-1,15615,190.87,280.09,187.63
2026-06-04,t003,Bates-Robbins,enterprise,eu-central-1,15564,212.54,341.07,182.96
2026-06-05,t003,Bates-Robbins,enterprise,eu-central-1,16437,195.58,306.78,185.53
2026-06-06,t003,Bates-Robbins,enterprise,eu-central-1,7126,216.12,155.81,180.2
2026-06-07,t003,Bates-Robbins,enterprise,eu-central-1,12200,182.28,304.84,175.28
2026-06-08,t003,Bates-Robbins,enterprise,eu-central-1,15839,205.15,414.34,183.76
2026-06-09,t003,Bates-Robbins,enterprise,eu-central-1,17029,194.49,349.93,182.01
2026-06-10,t003,Bates-Robbins,enterprise,eu-central-1,15409,217.97,313.16,186.3
2026-06-11,t003,Bates-Robbins,enterprise,eu-central-1,17885,188.95,374.69,174.48
2026-06-12,t003,Bates-Robbins,enterprise,eu-central-1,21274,186.92,542.32,172.33
2026-06-13,t003,Bates-Robbins,enterprise,eu-central-1,7011,201.78,157.71,176.81
2026-06-14,t003,Bates-Robbins,enterprise,eu-central-1,11357,193.64,232.5,186.77
2026-06-15,t003,Bates-Robbins,enterprise,eu-central-1,23195,203.64,530.4,171.39
2026-06-16,t003,Bates-Robbins,enterprise,eu-central-1,16977,199.77,394.94,185.66
2026-06-17,t003,Bates-Robbins,enterprise,eu-central-1,18564,193.98,345.19,182.36
2026-06-18,t003,Bates-Robbins,enterprise,eu-central-1,15215,185.1,391.39,187.81
2026-06-19,t003,Bates-Robbins,enterprise,eu-central-1,16755,202.91,324.16,176.62
2026-06-20,t003,Bates-Robbins,enterprise,eu-central-1,8618,211.47,157.94,187.23
2026-06-21,t003,Bates-Robbins,enterprise,eu-central-1,11710,189.28,266.29,171.2
2026-06-22,t003,Bates-Robbins,enterprise,eu-central-1,18767,212.31,496.35,174.95
2026-06-23,t003,Bates-Robbins,enterprise,eu-central-1,23377,190.52,431.34,185.26
2026-06-24,t003,Bates-Robbins,enterprise,eu-central-1,17718,187.28,336.18,172.29
2026-06-25,t003,Bates-Robbins,enterprise,eu-central-1,18114,204.98,355.08,175.42
2026-06-26,t003,Bates-Robbins,enterprise,eu-central-1,15032,182.31,386.59,185.04
2026-06-27,t003,Bates-Robbins,enterprise,eu-central-1,12176,189.98,272.23,185.19
2026-06-28,t003,Bates-Robbins,enterprise,eu-central-1,7051,183.55,176.08,186.39
2026-06-29,t003,Bates-Robbins,enterprise,eu-central-1,21380,205.11,458.86,171.15
2026-06-30,t003,Bates-Robbins,enterprise,eu-central-1,21813,186.05,548.91,174.22
2026-03-03,t004,Sharp-Thompson,starter,ap-south-1,390,4.4,9.95,8.13
2026-03-04,t004,Sharp-Thompson,starter,ap-south-1,444,4.26,9.52,8.48
2026-03-05,t004,Sharp-Thompson,starter,ap-south-1,486,4.34,9.39,8.15
2026-03-06,t004,Sharp-Thompson,starter,ap-south-1,460,4.01,10.09,8.72
2026-03-07,t004,Sharp-Thompson,starter,ap-south-1,216,4.04,4.13,8.21
2026-03-08,t004,Sharp-Thompson,starter,ap-south-1,238,4.23,5.67,8.39
2026-03-09,t004,Sharp-Thompson,starter,ap-south-1,477,4.21,10.19,7.98
2026-03-10,t004,Sharp-Thompson,starter,ap-south-1,299,4.32,6.78,8.03
2026-03-11,t004,Sharp-Thompson,starter,ap-south-1,355,4.17,7.71,8.43
2026-03-12,t004,Sharp-Thompson,starter,ap-south-1,369,4.48,9.68,8.41
2026-03-13,t004,Sharp-Thompson,starter,ap-south-1,372,4.04,9.01,8.56
2026-03-14,t004,Sharp-Thompson,starter,ap-south-1,171,4.72,3.38,8.54
2026-03-15,t004,Sharp-Thompson,starter,ap-south-1,274,4.4,6.95,8.33
2026-03-16,t004,Sharp-Thompson,starter,ap-south-1,298,4.87,7.03,8.35
2026-03-17,t004,Sharp-Thompson,starter,ap-south-1,393,4.74,7.17,8.44
2026-03-18,t004,Sharp-Thompson,starter,ap-south-1,424,4.3,8.77,8.44
2026-03-19,t004,Sharp-Thompson,starter,ap-south-1,488,4.38,9.46,8.06
2026-03-20,t004,Sharp-Thompson,starter,ap-south-1,428,4.61,9.07,8.56
2026-03-21,t004,Sharp-Thompson,starter,ap-south-1,209,4.46,5.0,8.37
2026-03-22,t004,Sharp-Thompson,starter,ap-south-1,165,4.17,3.83,8.01
2026-03-23,t004,Sharp-Thompson,starter,ap-south-1,406,4.06,9.76,8.37
2026-03-24,t004,Sharp-Thompson,starter,ap-south-1,491,4.08,9.89,8.51
2026-03-25,t004,Sharp-Thompson,starter,ap-south-1,468,4.62,8.92,8.48
2026-03-26,t004,Sharp-Thompson,starter,ap-south-1,385,4.32,7.85,8.16
2026-03-27,t004,Sharp-Thompson,starter,ap-south-1,472,4.42,10.69,8.26
2026-03-28,t004,Sharp-Thompson,starter,ap-south-1,158,4.78,3.07,8.31
2026-03-29,t004,Sharp-Thompson,starter,ap-south-1,170,4.24,4.52,8.64
2026-03-30,t004,Sharp-Thompson,starter,ap-south-1,498,4.69,12.31,8.26
2026-03-31,t004,Sharp-Thompson,starter,ap-south-1,394,4.13,9.39,8.55
2026-04-01,t004,Sharp-Thompson,starter,ap-south-1,392,4.19,10.25,8.31
2026-04-02,t004,Sharp-Thompson,starter,ap-south-1,435,4.63,11.0,7.95
2026-04-03,t004,Sharp-Thompson,starter,ap-south-1,330,4.87,6.75,8.52
2026-04-04,t004,Sharp-Thompson,starter,ap-south-1,159,4.72,3.7,8.73
2026-04-05,t004,Sharp-Thompson,starter,ap-south-1,170,4.63,3.59,8.5
2026-04-06,t004,Sharp-Thompson,starter,ap-south-1,312,4.78,7.54,8.5
2026-04-07,t004,Sharp-Thompson,starter,ap-south-1,504,4.02,13.35,8.04
2026-04-08,t004,Sharp-Thompson,starter,ap-south-1,281,4.65,5.97,8.37
2026-04-09,t004,Sharp-Thompson,starter,ap-south-1,441,4.81,9.74,7.98
2026-04-10,t004,Sharp-Thompson,starter,ap-south-1,515,4.52,12.5,8.65
2026-04-11,t004,Sharp-Thompson,starter,ap-south-1,179,4.12,3.61,7.95
2026-04-12,t004,Sharp-Thompson,starter,ap-south-1,234,4.37,5.27,8.38
2026-04-13,t004,Sharp-Thompson,starter,ap-south-1,516,4.05,11.71,8.4
2026-04-14,t004,Sharp-Thompson,starter,ap-south-1,504,4.27,10.15,8.41
2026-04-15,t004,Sharp-Thompson,starter,ap-south-1,428,4.27,10.78,7.95
2026-04-16,t004,Sharp-Thompson,starter,ap-south-1,483,4.17,11.5,8.01
2026-04-17,t004,Sharp-Thompson,starter,ap-south-1,330,4.53,6.92,7.94
2026-04-18,t004,Sharp-Thompson,starter,ap-south-1,163,4.48,3.11,8.47
2026-04-19,t004,Sharp-Thompson,starter,ap-south-1,211,4.2,4.97,8.41
2026-04-20,t004,Sharp-Thompson,starter,ap-south-1,449,4.22,11.19,8.37
2026-04-21,t004,Sharp-Thompson,starter,ap-south-1,423,4.06,10.19,8.38
2026-04-22,t004,Sharp-Thompson,starter,ap-south-1,502,4.06,13.2,8.17
2026-04-23,t004,Sharp-Thompson,starter,ap-south-1,365,4.38,8.79,8.22
2026-04-24,t004,Sharp-Thompson,starter,ap-south-1,361,4.45,8.76,8.61
2026-04-25,t004,Sharp-Thompson,starter,ap-south-1,187,4.06,4.75,7.94
2026-04-26,t004,Sharp-Thompson,starter,ap-south-1,206,4.82,5.46,8.66
2026-04-27,t004,Sharp-Thompson,starter,ap-south-1,436,4.25,7.96,8.07
2026-04-28,t004,Sharp-Thompson,starter,ap-south-1,339,4.24,6.29,8.68
2026-04-29,t004,Sharp-Thompson,starter,ap-south-1,444,4.14,10.36,7.92
2026-04-30,t004,Sharp-Thompson,starter,ap-south-1,465,4.25,9.84,8.38
2026-05-01,t004,Sharp-Thompson,starter,ap-south-1,351,4.18,8.14,8.3
2026-05-02,t004,Sharp-Thompson,starter,ap-south-1,178,4.89,3.29,8.37
2026-05-03,t004,Sharp-Thompson,starter,ap-south-1,233,4.33,5.69,8.63
2026-05-04,t004,Sharp-Thompson,starter,ap-south-1,394,4.61,7.19,8.3
2026-05-05,t004,Sharp-Thompson,starter,ap-south-1,328,4.75,7.58,8.21
2026-05-06,t004,Sharp-Thompson,starter,ap-south-1,465,4.64,9.49,8.44
2026-05-07,t004,Sharp-Thompson,starter,ap-south-1,494,4.45,10.12,8.34
2026-05-08,t004,Sharp-Thompson,starter,ap-south-1,370,4.12,9.67,8.14
2026-05-09,t004,Sharp-Thompson,starter,ap-south-1,213,4.81,4.52,8.26
2026-05-10,t004,Sharp-Thompson,starter,ap-south-1,243,4.26,5.57,8.03
2026-05-11,t004,Sharp-Thompson,starter,ap-south-1,456,4.11,10.49,8.49
2026-05-12,t004,Sharp-Thompson,starter,ap-south-1,341,4.76,8.18,8.18
2026-05-13,t004,Sharp-Thompson,starter,ap-south-1,517,4.81,11.1,8.59
2026-05-14,t004,Sharp-Thompson,starter,ap-south-1,313,4.72,5.72,8.63
2026-05-15,t004,Sharp-Thompson,starter,ap-south-1,289,4.35,5.39,8.62
2026-05-16,t004,Sharp-Thompson,starter,ap-south-1,169,4.6,4.32,8.65
2026-05-17,t004,Sharp-Thompson,starter,ap-south-1,241,4.67,4.36,7.96
2026-05-18,t004,Sharp-Thompson,starter,ap-south-1,437,4.49,10.68,7.93
2026-05-19,t004,Sharp-Thompson,starter,ap-south-1,435,4.45,9.03,8.52
2026-05-20,t004,Sharp-Thompson,starter,ap-south-1,356,4.22,6.68,8.51
2026-05-21,t004,Sharp-Thompson,starter,ap-south-1,428,4.78,9.57,7.98
2026-05-22,t004,Sharp-Thompson,starter,ap-south-1,485,4.71,10.04,8.08
2026-05-23,t004,Sharp-Thompson,starter,ap-south-1,258,4.79,4.99,8.01
2026-05-24,t004,Sharp-Thompson,starter,ap-south-1,196,4.82,4.4,8.46
2026-05-25,t004,Sharp-Thompson,starter,ap-south-1,379,4.3,8.9,8.41
2026-05-26,t004,Sharp-Thompson,starter,ap-south-1,438,4.61,10.05,8.07
2026-05-27,t004,Sharp-Thompson,starter,ap-south-1,465,4.1,11.62,8.53
2026-05-28,t004,Sharp-Thompson,starter,ap-south-1,435,4.46,7.93,8.38
2026-05-29,t004,Sharp-Thompson,starter,ap-south-1,385,4.34,7.03,8.59
2026-05-30,t004,Sharp-Thompson,starter,ap-south-1,223,4.29,5.43,8.71
2026-05-31,t004,Sharp-Thompson,starter,ap-south-1,259,4.73,6.45,7.95
2026-06-01,t004,Sharp-Thompson,starter,ap-south-1,394,4.54,9.75,7.99
2026-06-02,t004,Sharp-Thompson,starter,ap-south-1,292,4.22,7.56,8.13
2026-06-03,t004,Sharp-Thompson,starter,ap-south-1,519,4.62,9.57,8.45
2026-06-04,t004,Sharp-Thompson,starter,ap-south-1,501,4.57,12.24,8.07
2026-06-05,t004,Sharp-Thompson,starter,ap-south-1,396,4.26,10.49,8.16
2026-06-06,t004,Sharp-Thompson,starter,ap-south-1,236,4.81,5.07,8.4
2026-06-07,t004,Sharp-Thompson,starter,ap-south-1,207,4.32,5.28,8.73
2026-06-08,t004,Sharp-Thompson,starter,ap-south-1,393,4.16,10.38,8.02
2026-06-09,t004,Sharp-Thompson,starter,ap-south-1,483,4.86,12.35,8.22
2026-06-10,t004,Sharp-Thompson,starter,ap-south-1,313,4.44,7.47,8.19
2026-06-11,t004,Sharp-Thompson,starter,ap-south-1,473,4.57,12.18,8.36
2026-06-12,t004,Sharp-Thompson,starter,ap-south-1,423,4.12,8.45,8.25
2026-06-13,t004,Sharp-Thompson,starter,ap-south-1,155,4.78,2.89,8.43
2026-06-14,t004,Sharp-Thompson,starter,ap-south-1,285,4.28,6.09,8.42
2026-06-15,t004,Sharp-Thompson,starter,ap-south-1,390,4.23,7.48,8.29
2026-06-16,t004,Sharp-Thompson,starter,ap-south-1,282,4.2,5.79,8.65
2026-06-17,t004,Sharp-Thompson,starter,ap-south-1,469,4.14,11.11,8.28
2026-06-18,t004,Sharp-Thompson,starter,ap-south-1,368,4.44,6.71,8.36
2026-06-19,t004,Sharp-Thompson,starter,ap-south-1,476,4.46,12.03,8.43
2026-06-20,t004,Sharp-Thompson,starter,ap-south-1,182,4.39,4.33,7.93
2026-06-21,t004,Sharp-Thompson,starter,ap-south-1,195,4.34,3.47,8.68
2026-06-22,t004,Sharp-Thompson,starter,ap-south-1,353,4.31,7.99,8.66
2026-06-23,t004,Sharp-Thompson,starter,ap-south-1,507,4.85,9.55,8.72
2026-06-24,t004,Sharp-Thompson,starter,ap-south-1,318,4.0,7.64,8.66
2026-06-25,t004,Sharp-Thompson,starter,ap-south-1,443,4.69,10.66,8.07
2026-06-26,t004,Sharp-Thompson,starter,ap-south-1,376,4.68,7.43,8.1
2026-06-27,t004,Sharp-Thompson,starter,ap-south-1,215,4.42,4.91,8.74
2026-06-28,t004,Sharp-Thompson,starter,ap-south-1,176,4.81,3.62,8.59
2026-06-29,t004,Sharp-Thompson,starter,ap-south-1,462,4.39,9.03,7.97
2026-06-30,t004,Sharp-Thompson,starter,ap-south-1,403,4.88,10.57,8.21
2026-03-03,t005,Holder-Henderson,growth,us-west-2,3389,31.61,80.41,41.89
2026-03-04,t005,Holder-Henderson,growth,us-west-2,3034,33.06,75.71,39.52
2026-03-05,t005,Holder-Henderson,growth,us-west-2,3252,36.37,80.31,38.68
2026-03-06,t005,Holder-Henderson,growth,us-west-2,3628,35.67,66.11,38.64
2026-03-07,t005,Holder-Henderson,growth,us-west-2,1973,36.27,50.56,39.82
2026-03-08,t005,Holder-Henderson,growth,us-west-2,1308,33.55,32.51,40.57
2026-03-09,t005,Holder-Henderson,growth,us-west-2,3831,32.99,95.69,38.59
2026-03-10,t005,Holder-Henderson,growth,us-west-2,2704,30.54,52.49,40.93
2026-03-11,t005,Holder-Henderson,growth,us-west-2,2318,32.63,54.41,38.2
2026-03-12,t005,Holder-Henderson,growth,us-west-2,3697,33.57,91.93,39.11
2026-03-13,t005,Holder-Henderson,growth,us-west-2,3544,33.27,88.19,40.41
2026-03-14,t005,Holder-Henderson,growth,us-west-2,2045,34.39,54.03,41.97
2026-03-15,t005,Holder-Henderson,growth,us-west-2,1236,33.44,27.16,40.64
2026-03-16,t005,Holder-Henderson,growth,us-west-2,3490,32.19,77.89,40.05
2026-03-17,t005,Holder-Henderson,growth,us-west-2,2754,35.38,57.89,38.61
2026-03-18,t005,Holder-Henderson,growth,us-west-2,3419,31.04,88.45,38.08
2026-03-19,t005,Holder-Henderson,growth,us-west-2,2450,30.0,62.11,39.17
2026-03-20,t005,Holder-Henderson,growth,us-west-2,2298,32.36,48.51,41.92
2026-03-21,t005,Holder-Henderson,growth,us-west-2,1516,33.07,30.21,39.38
2026-03-22,t005,Holder-Henderson,growth,us-west-2,1703,30.86,38.36,38.07
2026-03-23,t005,Holder-Henderson,growth,us-west-2,3478,30.39,84.01,40.67
2026-03-24,t005,Holder-Henderson,growth,us-west-2,2256,31.56,56.76,41.57
2026-03-25,t005,Holder-Henderson,growth,us-west-2,3144,32.48,82.47,41.69
2026-03-26,t005,Holder-Henderson,growth,us-west-2,3437,30.66,70.08,39.68
2026-03-27,t005,Holder-Henderson,growth,us-west-2,3022,34.47,75.83,40.48
2026-03-28,t005,Holder-Henderson,growth,us-west-2,1784,30.83,34.15,41.97
2026-03-29,t005,Holder-Henderson,growth,us-west-2,1222,30.56,30.39,38.74
2026-03-30,t005,Holder-Henderson,growth,us-west-2,3649,31.52,94.09,40.93
2026-03-31,t005,Holder-Henderson,growth,us-west-2,3885,30.81,100.94,41.5
2026-04-01,t005,Holder-Henderson,growth,us-west-2,3703,34.94,70.2,40.3
2026-04-02,t005,Holder-Henderson,growth,us-west-2,3047,35.87,63.93,40.06
2026-04-03,t005,Holder-Henderson,growth,us-west-2,2301,31.74,47.78,38.4
2026-04-04,t005,Holder-Henderson,growth,us-west-2,1770,31.34,37.24,39.91
2026-04-05,t005,Holder-Henderson,growth,us-west-2,1803,36.5,45.85,39.67
2026-04-06,t005,Holder-Henderson,growth,us-west-2,3715,36.42,70.09,40.59
2026-04-07,t005,Holder-Henderson,growth,us-west-2,2833,30.93,73.38,40.16
2026-04-08,t005,Holder-Henderson,growth,us-west-2,2257,36.31,47.54,40.39
2026-04-09,t005,Holder-Henderson,growth,us-west-2,2169,33.38,55.83,40.89
2026-04-10,t005,Holder-Henderson,growth,us-west-2,3620,33.65,86.43,40.74
2026-04-11,t005,Holder-Henderson,growth,us-west-2,1551,30.9,29.66,40.12
2026-04-12,t005,Holder-Henderson,growth,us-west-2,1389,33.45,36.72,41.63
2026-04-13,t005,Holder-Henderson,growth,us-west-2,3398,34.01,74.55,41.96
2026-04-14,t005,Holder-Henderson,growth,us-west-2,3411,30.78,68.57,41.71
2026-04-15,t005,Holder-Henderson,growth,us-west-2,3389,33.31,62.59,39.9
2026-04-16,t005,Holder-Henderson,growth,us-west-2,3375,34.88,61.72,38.2
2026-04-17,t005,Holder-Henderson,growth,us-west-2,3293,36.64,86.41,39.75
2026-04-18,t005,Holder-Henderson,growth,us-west-2,1583,31.81,33.78,40.4
2026-04-19,t005,Holder-Henderson,growth,us-west-2,1387,35.75,31.16,40.96
2026-04-20,t005,Holder-Henderson,growth,us-west-2,3778,31.31,98.96,39.84
2026-04-21,t005,Holder-Henderson,growth,us-west-2,2559,35.2,62.89,39.5
2026-04-22,t005,Holder-Henderson,growth,us-west-2,2456,32.28,63.43,38.79
2026-04-23,t005,Holder-Henderson,growth,us-west-2,3499,31.47,70.93,39.04
2026-04-24,t005,Holder-Henderson,growth,us-west-2,2891,30.17,53.14,38.83
2026-04-25,t005,Holder-Henderson,growth,us-west-2,1680,32.38,39.74,41.71
2026-04-26,t005,Holder-Henderson,growth,us-west-2,2031,32.94,40.63,39.07
2026-04-27,t005,Holder-Henderson,growth,us-west-2,2548,31.11,62.6,40.6
2026-04-28,t005,Holder-Henderson,growth,us-west-2,3544,31.87,76.65,40.06
2026-04-29,t005,Holder-Henderson,growth,us-west-2,3761,32.64,84.66,41.43
2026-04-30,t005,Holder-Henderson,growth,us-west-2,2255,36.62,54.73,39.59
2026-05-01,t005,Holder-Henderson,growth,us-west-2,3841,30.75,96.67,39.24
2026-05-02,t005,Holder-Henderson,growth,us-west-2,1226,31.45,30.24,39.21
2026-05-03,t005,Holder-Henderson,growth,us-west-2,1224,30.61,23.76,41.17
2026-05-04,t005,Holder-Henderson,growth,us-west-2,2934,35.12,72.4,41.98
2026-05-05,t005,Holder-Henderson,growth,us-west-2,2416,34.4,47.03,38.63
2026-05-06,t005,Holder-Henderson,growth,us-west-2,3403,33.93,82.57,41.44
2026-05-07,t005,Holder-Henderson,growth,us-west-2,3354,30.44,79.4,40.62
2026-05-08,t005,Holder-Henderson,growth,us-west-2,2199,34.12,41.73,38.34
2026-05-09,t005,Holder-Henderson,growth,us-west-2,1986,35.05,47.26,38.22
2026-05-10,t005,Holder-Henderson,growth,us-west-2,1818,30.26,47.77,39.76
2026-05-11,t005,Holder-Henderson,growth,us-west-2,2430,31.96,47.34,39.72
2026-05-12,t005,Holder-Henderson,growth,us-west-2,2350,32.86,58.82,41.45
2026-05-13,t005,Holder-Henderson,growth,us-west-2,2424,35.99,50.38,41.79
2026-05-14,t005,Holder-Henderson,growth,us-west-2,2161,36.1,46.51,40.89
2026-05-15,t005,Holder-Henderson,growth,us-west-2,2136,31.78,43.56,41.05
2026-05-16,t005,Holder-Henderson,growth,us-west-2,1210,33.32,28.55,38.64
2026-05-17,t005,Holder-Henderson,growth,us-west-2,2022,33.69,50.31,40.37
2026-05-18,t005,Holder-Henderson,growth,us-west-2,3533,36.19,88.89,39.01
2026-05-19,t005,Holder-Henderson,growth,us-west-2,3270,31.76,87.09,38.01
2026-05-20,t005,Holder-Henderson,growth,us-west-2,3686,31.92,71.03,40.23
2026-05-21,t005,Holder-Henderson,growth,us-west-2,2493,36.67,61.15,38.2
2026-05-22,t005,Holder-Henderson,growth,us-west-2,2109,34.56,46.19,41.72
2026-05-23,t005,Holder-Henderson,growth,us-west-2,1916,30.33,45.74,40.32
2026-05-24,t005,Holder-Henderson,growth,us-west-2,2041,35.45,37.1,40.06
2026-05-25,t005,Holder-Henderson,growth,us-west-2,2226,33.56,54.57,38.65
2026-05-26,t005,Holder-Henderson,growth,us-west-2,3620,30.78,85.97,38.08
2026-05-27,t005,Holder-Henderson,growth,us-west-2,2769,33.02,54.95,41.22
2026-05-28,t005,Holder-Henderson,growth,us-west-2,3776,32.5,90.4,39.01
2026-05-29,t005,Holder-Henderson,growth,us-west-2,2275,32.07,46.25,38.27
2026-05-30,t005,Holder-Henderson,growth,us-west-2,2007,33.2,46.51,39.55
2026-05-31,t005,Holder-Henderson,growth,us-west-2,1205,32.46,26.76,39.46
2026-06-01,t005,Holder-Henderson,growth,us-west-2,2226,31.6,45.51,40.68
2026-06-02,t005,Holder-Henderson,growth,us-west-2,2223,31.51,45.54,39.64
2026-06-03,t005,Holder-Henderson,growth,us-west-2,2651,36.04,52.07,39.93
2026-06-04,t005,Holder-Henderson,growth,us-west-2,2163,31.93,46.12,38.08
2026-06-05,t005,Holder-Henderson,growth,us-west-2,2846,35.56,56.22,39.56
2026-06-06,t005,Holder-Henderson,growth,us-west-2,1675,32.83,38.62,38.74
2026-06-07,t005,Holder-Henderson,growth,us-west-2,1836,30.29,46.59,41.63
2026-06-08,t005,Holder-Henderson,growth,us-west-2,3217,32.38,70.33,40.87
2026-06-09,t005,Holder-Henderson,growth,us-west-2,2909,30.31,76.42,39.23
2026-06-10,t005,Holder-Henderson,growth,us-west-2,3050,32.4,54.73,39.7
2026-06-11,t005,Holder-Henderson,growth,us-west-2,3398,33.0,77.0,38.57
2026-06-12,t005,Holder-Henderson,growth,us-west-2,2686,31.01,52.5,38.58
2026-06-13,t005,Holder-Henderson,growth,us-west-2,1968,30.13,37.06,40.81
2026-06-14,t005,Holder-Henderson,growth,us-west-2,1828,32.6,38.23,38.84
2026-06-15,t005,Holder-Henderson,growth,us-west-2,3417,33.37,66.01,38.13
2026-06-16,t005,Holder-Henderson,growth,us-west-2,2341,35.75,57.11,39.69
2026-06-17,t005,Holder-Henderson,growth,us-west-2,2483,32.04,44.61,40.95
2026-06-18,t005,Holder-Henderson,growth,us-west-2,3608,34.57,75.33,38.09
2026-06-19,t005,Holder-Henderson,growth,us-west-2,3272,33.04,72.34,41.16
2026-06-20,t005,Holder-Henderson,growth,us-west-2,1714,34.57,39.98,38.52
2026-06-21,t005,Holder-Henderson,growth,us-west-2,1831,33.2,40.66,41.96
2026-06-22,t005,Holder-Henderson,growth,us-west-2,2339,31.91,43.98,41.86
2026-06-23,t005,Holder-Henderson,growth,us-west-2,2653,36.56,53.21,39.93
2026-06-24,t005,Holder-Henderson,growth,us-west-2,2132,35.47,41.12,38.51
2026-06-25,t005,Holder-Henderson,growth,us-west-2,2296,32.96,45.66,38.35
2026-06-26,t005,Holder-Henderson,growth,us-west-2,2166,33.4,42.65,38.96
2026-06-27,t005,Holder-Henderson,growth,us-west-2,2055,33.83,49.91,38.75
2026-06-28,t005,Holder-Henderson,growth,us-west-2,1522,32.84,40.49,38.39
2026-06-29,t005,Holder-Henderson,growth,us-west-2,2141,33.74,46.95,38.16
2026-06-30,t005,Holder-Henderson,growth,us-west-2,3247,35.56,85.98,40.93
2026-03-03,t006,Lynch-Wise,enterprise,eu-west-1,16609,192.37,437.05,180.63
2026-03-04,t006,Lynch-Wise,enterprise,eu-west-1,17376,183.92,375.84,171.41
2026-03-05,t006,Lynch-Wise,enterprise,eu-west-1,16844,190.01,414.37,179.04
2026-03-06,t006,Lynch-Wise,enterprise,eu-west-1,13415,194.87,280.42,175.52
2026-03-07,t006,Lynch-Wise,enterprise,eu-west-1,9908,204.06,193.11,180.52
2026-03-08,t006,Lynch-Wise,enterprise,eu-west-1,7105,189.43,182.98,185.72
2026-03-09,t006,Lynch-Wise,enterprise,eu-west-1,21005,193.9,479.34,180.63
2026-03-10,t006,Lynch-Wise,enterprise,eu-west-1,16865,189.22,444.32,176.15
2026-03-11,t006,Lynch-Wise,enterprise,eu-west-1,15014,215.72,316.42,174.86
2026-03-12,t006,Lynch-Wise,enterprise,eu-west-1,21431,199.14,465.5,179.63
2026-03-13,t006,Lynch-Wise,enterprise,eu-west-1,23380,183.62,478.75,175.67
2026-03-14,t006,Lynch-Wise,enterprise,eu-west-1,9352,209.68,246.84,172.39
2026-03-15,t006,Lynch-Wise,enterprise,eu-west-1,8824,189.33,221.9,171.89
2026-03-16,t006,Lynch-Wise,enterprise,eu-west-1,19271,213.98,388.23,177.05
2026-03-17,t006,Lynch-Wise,enterprise,eu-west-1,16815,194.55,325.45,171.23
2026-03-18,t006,Lynch-Wise,enterprise,eu-west-1,18815,216.8,498.97,179.48
2026-03-19,t006,Lynch-Wise,enterprise,eu-west-1,13216,190.23,279.04,182.83
2026-03-20,t006,Lynch-Wise,enterprise,eu-west-1,16435,209.97,436.32,174.57
2026-03-21,t006,Lynch-Wise,enterprise,eu-west-1,12846,186.72,265.46,176.48
2026-03-22,t006,Lynch-Wise,enterprise,eu-west-1,12505,216.69,287.35,188.36
2026-03-23,t006,Lynch-Wise,enterprise,eu-west-1,13249,197.61,265.49,180.73
2026-03-24,t006,Lynch-Wise,enterprise,eu-west-1,20879,189.29,411.18,172.56
2026-03-25,t006,Lynch-Wise,enterprise,eu-west-1,20445,198.25,440.85,179.92
2026-03-26,t006,Lynch-Wise,enterprise,eu-west-1,13493,203.9,311.99,179.3
2026-03-27,t006,Lynch-Wise,enterprise,eu-west-1,16662,211.65,326.43,172.76
2026-03-28,t006,Lynch-Wise,enterprise,eu-west-1,10585,186.09,211.85,175.28
2026-03-29,t006,Lynch-Wise,enterprise,eu-west-1,8397,201.3,210.44,182.59
2026-03-30,t006,Lynch-Wise,enterprise,eu-west-1,15546,215.8,348.28,172.2
2026-03-31,t006,Lynch-Wise,enterprise,eu-west-1,17817,182.24,441.89,177.32
2026-04-01,t006,Lynch-Wise,enterprise,eu-west-1,19154,185.07,436.43,181.39
2026-04-02,t006,Lynch-Wise,enterprise,eu-west-1,12627,194.04,239.1,181.51
2026-04-03,t006,Lynch-Wise,enterprise,eu-west-1,16600,204.58,385.2,181.15
2026-04-04,t006,Lynch-Wise,enterprise,eu-west-1,12168,194.16,280.4,174.69
2026-04-05,t006,Lynch-Wise,enterprise,eu-west-1,10897,212.38,209.09,175.01
2026-04-06,t006,Lynch-Wise,enterprise,eu-west-1,21185,181.83,476.29,176.84
2026-04-07,t006,Lynch-Wise,enterprise,eu-west-1,15218,215.58,330.2,183.83
2026-04-08,t006,Lynch-Wise,enterprise,eu-west-1,21393,182.15,504.1,186.94
2026-04-09,t006,Lynch-Wise,enterprise,eu-west-1,22627,211.85,500.29,184.84
2026-04-10,t006,Lynch-Wise,enterprise,eu-west-1,14499,193.6,290.09,180.47
2026-04-11,t006,Lynch-Wise,enterprise,eu-west-1,10519,211.63,257.64,184.15
2026-04-12,t006,Lynch-Wise,enterprise,eu-west-1,8972,197.79,170.1,174.85
2026-04-13,t006,Lynch-Wise,enterprise,eu-west-1,22952,212.07,455.99,179.33
2026-04-14,t006,Lynch-Wise,enterprise,eu-west-1,13217,185.48,311.1,183.01
2026-04-15,t006,Lynch-Wise,enterprise,eu-west-1,16450,215.18,434.38,186.27
